Agency Type,Distribution Channel,Product Name,Claim,Duration,Destination,Net Sales,Commission (in value),Gender,Age
Airlines,Online,Basic Plan,No,18.0,INDONESIA,37.0,12.95,F,33.0
Airlines,Online,Basic Plan,No,34.0,AUSTRALIA,26.0,9.1,M,66.0
Airlines,Online,Basic Plan,No,15.0,INDONESIA,22.0,7.7,M,72.0
Airlines,Online,Annual Silver Plan,No,393.0,SINGAPORE,252.85,63.21,M,31.0
Airlines,Online,Basic Plan,No,41.0,VIET NAM,52.0,18.2,F,63.0
Airlines,Online,Basic Plan,No,17.0,THAILAND,18.0,6.3,M,43.0
Airlines,Online,Silver Plan,No,30.0,SINGAPORE,70.85,17.71,M,36.0
Airlines,Online,Bronze Plan,Yes,64.0,SINGAPORE,53.25,13.31,F,46.0
Airlines,Online,Bronze Plan,No,50.0,SINGAPORE,17.55,4.39,F,61.0
Airlines,Online,Bronze Plan,No,4.0,SINGAPORE,18.9,4.72,M,31.0
Airlines,Online,Basic Plan,No,7.0,MALAYSIA,18.0,6.3,F,43.0
Airlines,Online,Basic Plan,No,15.0,CHINA,35.0,12.25,M,32.0
Airlines,Online,24 Protect,No,13.0,PHILIPPINES,37.02,12.96,M,48.0
Airlines,Online,Value Plan,No,5.0,INDIA,45.0,15.75,M,62.0
Airlines,Online,Silver Plan,No,9.0,SINGAPORE,43.55,10.89,M,53.0
Airlines,Online,Basic Plan,No,235.0,INDONESIA,22.0,7.7,F,37.0
Airlines,Online,Basic Plan,No,10.0,CHINA,26.0,9.1,M,42.0
Airlines,Online,Value Plan,No,27.0,NEPAL,40.0,14.0,M,118.0
Airlines,Online,Basic Plan,No,32.0,MALAYSIA,22.0,7.7,M,34.0
Airlines,Online,Value Plan,No,4.0,BRUNEI DARUSSALAM,15.0,6.0,F,55.0
Airlines,Online,Value Plan,No,80.0,UNITED ARAB EMIRATES,109.0,38.15,F,29.0
Airlines,Online,Value Plan,No,59.0,JAPAN,58.0,20.3,F,58.0
Airlines,Online,Basic Plan,Yes,9.0,CHINA,26.0,9.1,M,57.0
Airlines,Online,Basic Plan,No,5.0,CHINA,22.0,7.7,F,33.0
Airlines,Online,Basic Plan,No,81.0,THAILAND,18.0,6.3,M,42.0
Airlines,Online,Bronze Plan,No,12.0,SINGAPORE,35.25,8.81,F,65.0
Airlines,Online,Basic Plan,No,26.0,THAILAND,22.0,7.7,M,32.0
Airlines,Online,Silver Plan,No,12.0,SINGAPORE,24.05,6.01,F,38.0
Airlines,Online,Bronze Plan,No,17.0,SINGAPORE,17.55,4.39,M,29.0
Airlines,Online,Basic Plan,No,80.0,CHINA,40.0,14.0,M,70.0
Airlines,Online,Basic Plan,No,8.0,INDIA,26.0,9.1,M,29.0
Travel Agency,Online,Value Plan,No,19.0,NETHERLANDS,75.0,28.5,F,48.0
Travel Agency,Offline,Premier Plan,No,8.0,THAILAND,58.0,19.14,F,5.0
Travel Agency,Offline,Comprehensive Plan,No,246.0,THAILAND,29.0,9.57,F,81.0
Airlines,Online,Bronze Plan,No,9.0,SINGAPORE,17.0,4.25,F,51.0
Airlines,Online,Value Plan,No,12.0,AUSTRALIA,58.0,20.3,F,68.0
Airlines,Online,Gold Plan,No,7.0,SINGAPORE,54.0,13.5,F,24.0
Airlines,Online,Silver Plan,No,17.0,SINGAPORE,84.0,21.0,F,35.0
Airlines,Online,Annual Gold Plan,No,368.0,SINGAPORE,389.35,97.34,F,45.0
Airlines,Online,Bronze Plan,Yes,5.0,SINGAPORE,17.55,4.39,M,35.0
Airlines,Online,Basic Plan,No,16.0,CHINA,26.0,9.1,M,33.0
Airlines,Online,Value Plan,No,17.0,JAPAN,45.0,15.75,F,53.0
Travel Agency,Online,Premier Plan,No,16.0,INDONESIA,38.0,14.44,F,48.0
Airlines,Online,Basic Plan,No,111.0,THAILAND,22.0,7.7,F,50.0
Airlines,Online,Value Plan,No,59.0,BRUNEI DARUSSALAM,23.0,9.2,M,45.0
Airlines,Online,Basic Plan,No,20.0,LAO PEOPLE'S DEMOCRATIC REPUBLIC,22.0,7.7,F,22.0
Airlines,Online,Basic Plan,No,32.0,CHINA,26.0,9.1,M,37.0
Airlines,Online,Basic Plan,No,10.0,INDONESIA,22.0,7.7,F,32.0
Airlines,Online,24 Protect,No,106.0,PHILIPPINES,5.62,1.97,M,48.0
Airlines,Online,Value Plan,No,29.0,BRUNEI DARUSSALAM,15.0,6.0,M,45.0
Airlines,Online,Basic Plan,No,16.0,CHINA,40.0,14.0,F,37.0
Airlines,Online,Basic Plan,No,3.0,VIET NAM,22.0,7.7,M,50.0
Airlines,Online,Bronze Plan,No,85.0,SINGAPORE,25.5,6.38,F,23.0
Airlines,Online,Value Plan,No,10.0,HONG KONG,0.0,15.75,M,39.0
Airlines,Online,Basic Plan,No,4.0,MALAYSIA,22.0,7.7,F,44.0
Airlines,Online,Basic Plan,No,13.0,CHINA,35.0,12.25,F,35.0
Airlines,Online,Basic Plan,No,115.0,JAPAN,35.0,12.25,F,34.0
Airlines,Online,Basic Plan,No,44.0,INDONESIA,30.0,10.5,F,38.0
Airlines,Online,Value Plan,No,43.0,INDIA,117.0,46.8,M,118.0
Airlines,Online,Basic Plan,No,6.0,HONG KONG,22.0,7.7,M,52.0
Airlines,Online,Basic Plan,No,26.0,PHILIPPINES,22.0,7.7,M,34.0
Airlines,Online,Bronze Plan,No,92.0,SINGAPORE,23.4,5.85,F,29.0
Travel Agency,Online,Value Plan,No,29.0,GERMANY,95.0,36.1,F,48.0
Airlines,Online,24 Protect,No,13.0,UNITED ARAB EMIRATES,33.79,11.83,M,48.0
Airlines,Online,Annual Silver Plan,No,372.0,SINGAPORE,213.95,53.49,M,32.0
Travel Agency,Online,Value Plan,No,59.0,NETHERLANDS,95.0,36.1,M,48.0
Airlines,Online,Basic Plan,No,17.0,MALAYSIA,22.0,7.7,M,23.0
Airlines,Online,Basic Plan,No,26.0,HONG KONG,26.0,9.1,F,45.0
Airlines,Online,Value Plan,No,24.0,BRUNEI DARUSSALAM,15.0,6.0,M,74.0
Airlines,Online,Basic Plan,No,18.0,CHINA,26.0,9.1,M,31.0
Airlines,Online,Basic Plan,No,26.0,"TAIWAN, PROVINCE OF CHINA",44.0,15.4,F,73.0
Airlines,Online,Bronze Plan,No,17.0,SINGAPORE,80.25,20.06,F,25.0
Airlines,Online,Basic Plan,No,12.0,VIET NAM,22.0,7.7,M,35.0
Airlines,Online,Annual Gold Plan,No,364.0,SINGAPORE,449.25,112.31,F,55.0
Airlines,Online,Premier Plan,No,6.0,UNITED STATES,91.0,31.85,F,45.0
Airlines,Online,Basic Plan,No,9.0,CHINA,26.0,9.1,M,55.0
Airlines,Online,Basic Plan,No,27.0,VIET NAM,22.0,7.7,M,37.0
Airlines,Online,Value Plan,No,29.0,JAPAN,69.0,24.15,F,53.0
Airlines,Online,Basic Plan,No,24.0,HONG KONG,26.0,9.1,F,59.0
Airlines,Online,Basic Plan,No,11.0,PHILIPPINES,30.0,10.5,F,65.0
Airlines,Online,Basic Plan,No,6.0,THAILAND,22.0,7.7,M,46.0
Airlines,Online,Basic Plan,No,194.0,JAPAN,35.0,12.25,F,39.0
Airlines,Online,Basic Plan,No,71.0,"KOREA, REPUBLIC OF",35.0,12.25,F,29.0
Airlines,Online,Value Plan,No,21.0,THAILAND,33.0,11.55,M,30.0
Airlines,Online,Basic Plan,No,9.0,JAPAN,35.0,12.25,F,31.0
Airlines,Online,Basic Plan,No,63.0,PHILIPPINES,37.0,12.95,F,33.0
Airlines,Online,Bronze Plan,No,8.0,SINGAPORE,47.0,11.75,M,39.0
Airlines,Online,Bronze Plan,No,30.0,SINGAPORE,59.15,14.79,F,27.0
Airlines,Online,Basic Plan,No,104.0,CHINA,40.0,14.0,F,56.0
Airlines,Online,Basic Plan,No,22.0,THAILAND,30.0,10.5,M,60.0
Airlines,Online,Basic Plan,No,25.0,VIET NAM,22.0,7.7,M,51.0
Airlines,Online,Bronze Plan,No,6.0,SINGAPORE,18.0,4.5,F,58.0
Airlines,Online,Basic Plan,No,39.0,INDONESIA,18.0,6.3,F,48.0
Airlines,Online,Basic Plan,No,4.0,HONG KONG,22.0,7.7,M,44.0
Airlines,Online,Basic Plan,No,4.0,MALAYSIA,18.0,6.3,M,42.0
Airlines,Online,Basic Plan,No,30.0,"TAIWAN, PROVINCE OF CHINA",35.0,12.25,M,37.0
Airlines,Online,Basic Plan,No,14.0,CHINA,26.0,9.1,F,33.0
Airlines,Online,Basic Plan,No,20.0,HONG KONG,0.0,9.1,F,42.0
Airlines,Online,Bronze Plan,No,14.0,SINGAPORE,27.0,6.75,F,30.0
Airlines,Online,Basic Plan,No,15.0,AUSTRALIA,26.0,9.1,M,61.0
Airlines,Online,Basic Plan,No,9.0,HONG KONG,26.0,9.1,M,60.0
Airlines,Online,Value Plan,No,1.0,BRUNEI DARUSSALAM,15.0,6.0,M,44.0
Airlines,Online,Basic Plan,No,12.0,THAILAND,22.0,7.7,M,48.0
Airlines,Online,Basic Plan,No,11.0,THAILAND,30.0,10.5,M,45.0
Airlines,Online,Basic Plan,No,3.0,HONG KONG,22.0,7.7,M,45.0
Airlines,Online,Silver Plan,No,60.0,SINGAPORE,83.0,20.75,F,26.0
Airlines,Online,Silver Plan,No,13.0,SINGAPORE,81.75,20.44,M,30.0
Airlines,Online,Value Plan,No,3.0,INDIA,93.0,37.2,M,118.0
Airlines,Online,Value Plan,No,18.0,PHILIPPINES,34.0,11.9,M,118.0
Airlines,Online,Basic Plan,No,32.0,INDONESIA,33.0,11.55,M,23.0
Airlines,Online,Basic Plan,No,19.0,VIET NAM,22.0,7.7,M,40.0
Airlines,Online,Basic Plan,No,121.0,"TAIWAN, PROVINCE OF CHINA",35.0,12.25,M,54.0
Airlines,Online,Bronze Plan,No,179.0,SINGAPORE,682.0,170.5,M,25.0
Airlines,Online,Annual Silver Plan,No,381.0,SINGAPORE,252.85,63.21,F,30.0
Airlines,Online,Annual Silver Plan,No,371.0,SINGAPORE,187.85,46.96,F,36.0
Airlines,Online,Bronze Plan,No,25.0,SINGAPORE,35.5,8.88,F,34.0
Airlines,Online,Basic Plan,No,11.0,INDONESIA,30.0,10.5,F,34.0
Airlines,Online,Silver Plan,No,2.0,SINGAPORE,21.0,5.25,F,25.0
Airlines,Online,Basic Plan,No,4.0,MALAYSIA,18.0,6.3,F,49.0
Airlines,Online,Bronze Plan,No,12.0,SINGAPORE,22.1,5.53,M,30.0
Airlines,Online,Annual Silver Plan,No,368.0,SINGAPORE,252.85,63.21,M,43.0
Airlines,Online,Basic Plan,No,6.0,PHILIPPINES,22.0,7.7,F,33.0
Airlines,Online,Annual Silver Plan,No,368.0,SINGAPORE,252.85,63.21,M,38.0
Airlines,Online,Basic Plan,No,46.0,HONG KONG,26.0,9.1,F,61.0
Airlines,Online,Basic Plan,No,5.0,MALAYSIA,22.0,7.7,M,35.0
Airlines,Online,Value Plan,No,35.0,JAPAN,58.0,20.3,M,35.0
Airlines,Online,24 Protect,No,1.0,PHILIPPINES,4.87,1.7,M,48.0
Airlines,Online,Bronze Plan,No,12.0,SINGAPORE,38.35,9.59,M,48.0
Airlines,Online,Basic Plan,No,8.0,VIET NAM,22.0,7.7,M,46.0
Airlines,Online,Basic Plan,No,5.0,INDONESIA,22.0,7.7,F,50.0
Airlines,Online,Value Plan,No,15.0,NETHERLANDS,87.0,30.45,M,56.0
Airlines,Online,Bronze Plan,No,58.0,SINGAPORE,23.0,5.75,M,29.0
Travel Agency,Online,Value Plan,No,26.0,NETHERLANDS,75.0,28.5,M,48.0
Airlines,Online,Basic Plan,No,18.0,INDONESIA,22.0,7.7,F,38.0
Travel Agency,Offline,Comprehensive Plan,Yes,102.0,THAILAND,29.0,9.57,F,29.0
Airlines,Online,Annual Silver Plan,No,385.0,SINGAPORE,389.0,97.25,F,44.0
Airlines,Online,Basic Plan,No,14.0,MALAYSIA,22.0,7.7,F,45.0
Airlines,Online,Basic Plan,No,30.0,INDONESIA,18.0,6.3,F,27.0
Airlines,Online,Basic Plan,No,6.0,JAPAN,26.0,9.1,M,50.0
Airlines,Online,24 Protect,No,1.0,MALAYSIA,5.44,1.9,M,48.0
Airlines,Online,Basic Plan,No,11.0,CHINA,26.0,9.1,M,46.0
Airlines,Online,Value Plan,No,10.0,INDIA,31.0,12.4,M,118.0
Airlines,Online,Value Plan,No,30.0,BRUNEI DARUSSALAM,31.0,12.4,F,31.0
Airlines,Online,Value Plan,No,34.0,AUSTRALIA,69.0,24.15,M,51.0
Airlines,Online,Basic Plan,No,5.0,MALAYSIA,18.0,6.3,M,85.0
Airlines,Online,Basic Plan,No,7.0,VIET NAM,18.0,6.3,F,66.0
Airlines,Online,Basic Plan,No,17.0,INDIA,26.0,9.1,M,58.0
Travel Agency,Online,Value Plan,No,18.0,INDONESIA,22.0,8.36,M,48.0
Airlines,Online,Bronze Plan,No,40.0,SINGAPORE,80.25,20.06,F,29.0
Airlines,Online,Basic Plan,No,14.0,CHINA,35.0,12.25,M,45.0
Airlines,Online,Value Plan,No,61.0,DENMARK,125.0,43.75,M,56.0
Airlines,Online,Basic Plan,No,11.0,INDONESIA,18.0,6.3,F,45.0
Airlines,Online,Bronze Plan,No,9.0,SINGAPORE,35.25,8.81,M,28.0
Airlines,Online,Basic Plan,No,68.0,INDONESIA,30.0,10.5,F,43.0
Airlines,Online,Bronze Plan,No,86.0,SINGAPORE,74.9,18.73,F,32.0
Airlines,Online,Value Plan,Yes,81.0,INDIA,124.0,49.6,M,118.0
Airlines,Online,Value Plan,No,53.0,CHINA,45.0,15.75,M,77.0
Airlines,Online,Basic Plan,No,10.0,CAMBODIA,30.0,10.5,M,77.0
Travel Agency,Offline,Comprehensive Plan,No,19.0,MALAYSIA,29.0,9.57,F,29.0
Airlines,Online,Value Plan,No,7.0,INDIA,62.0,24.8,M,118.0
Airlines,Online,Value Plan,No,13.0,CHINA,58.0,20.3,M,29.0
Airlines,Online,Basic Plan,No,7.0,VIET NAM,22.0,7.7,M,72.0
Airlines,Online,Annual Silver Plan,Yes,367.0,SINGAPORE,291.75,72.94,M,37.0
Airlines,Online,Value Plan,No,4.0,UNITED STATES,55.0,19.25,M,25.0
Airlines,Online,Basic Plan,No,7.0,INDONESIA,22.0,7.7,M,53.0
Airlines,Online,Basic Plan,No,3.0,PAKISTAN,22.0,7.7,M,37.0
Travel Agency,Online,Premier Plan,No,44.0,IRELAND,86.0,32.68,F,48.0
Airlines,Online,Basic Plan,No,61.0,HONG KONG,26.0,9.1,M,42.0
Airlines,Online,Basic Plan,No,11.0,PHILIPPINES,18.0,6.3,M,44.0
Airlines,Online,Basic Plan,No,88.0,CHINA,44.0,15.4,F,45.0
Travel Agency,Online,Value Plan,No,18.0,INDONESIA,48.0,18.24,M,48.0
Airlines,Online,24 Protect,No,25.0,PHILIPPINES,31.71,11.1,M,48.0
Airlines,Online,Basic Plan,No,56.0,PHILIPPINES,22.0,7.7,F,27.0
Airlines,Online,Basic Plan,No,2.0,CHINA,22.0,7.7,M,42.0
Airlines,Online,Basic Plan,No,12.0,THAILAND,22.0,7.7,F,52.0
Airlines,Online,Value Plan,No,18.0,BRUNEI DARUSSALAM,15.0,6.0,M,40.0
Airlines,Online,Value Plan,No,21.0,CHINA,45.0,15.75,M,63.0
Airlines,Online,Basic Plan,No,9.0,PHILIPPINES,30.0,10.5,M,39.0
Airlines,Online,Bronze Plan,No,92.0,SINGAPORE,23.4,5.85,F,38.0
Airlines,Online,Basic Plan,No,13.0,CAMBODIA,22.0,7.7,M,49.0
Airlines,Online,Basic Plan,No,7.0,PHILIPPINES,22.0,7.7,F,41.0
Airlines,Online,Bronze Plan,No,19.0,SINGAPORE,23.5,5.88,F,32.0
Airlines,Online,Annual Silver Plan,No,364.0,SINGAPORE,201.0,50.25,F,44.0
Airlines,Online,Silver Plan,No,15.0,SINGAPORE,36.75,9.19,M,66.0
Airlines,Online,Bronze Plan,No,24.0,SINGAPORE,29.5,7.38,M,53.0
Airlines,Online,Basic Plan,No,57.0,PHILIPPINES,37.0,12.95,F,45.0
Airlines,Online,Basic Plan,No,47.0,AUSTRALIA,22.0,7.7,M,41.0
Airlines,Online,Basic Plan,No,2.0,MALAYSIA,18.0,6.3,F,51.0
Airlines,Online,Silver Plan,No,41.0,SINGAPORE,43.55,10.89,F,31.0
Airlines,Online,Bronze Plan,No,49.0,SINGAPORE,71.0,17.75,M,44.0
Airlines,Online,Basic Plan,No,13.0,THAILAND,22.0,7.7,M,42.0
Airlines,Online,Value Plan,No,19.0,UNITED STATES,121.0,42.35,F,34.0
Airlines,Online,Silver Plan,No,4.0,SINGAPORE,27.75,6.94,F,46.0
Airlines,Online,Basic Plan,No,32.0,HONG KONG,26.0,9.1,M,43.0
Airlines,Online,Basic Plan,No,6.0,MALAYSIA,0.0,6.3,M,40.0
Travel Agency,Online,Value Plan,No,38.0,INDONESIA,33.0,12.54,F,48.0
Airlines,Online,Basic Plan,No,18.0,INDONESIA,30.0,10.5,F,38.0
Airlines,Online,Annual Silver Plan,Yes,367.0,SINGAPORE,252.85,63.21,M,31.0
Airlines,Online,Bronze Plan,No,5.0,SINGAPORE,23.4,5.85,F,32.0
Airlines,Online,Basic Plan,No,50.0,"KOREA, REPUBLIC OF",35.0,12.25,F,35.0
Airlines,Online,Annual Gold Plan,No,369.0,SINGAPORE,389.35,97.34,M,42.0
Airlines,Online,Basic Plan,No,50.0,THAILAND,22.0,7.7,F,26.0
Airlines,Online,Value Plan,No,24.0,JAPAN,92.0,32.2,M,41.0
Airlines,Online,Basic Plan,No,21.0,VIET NAM,22.0,7.7,M,40.0
Airlines,Online,Silver Plan,No,17.0,SINGAPORE,82.55,20.64,F,29.0
Airlines,Online,Basic Plan,No,8.0,CHINA,22.0,7.7,F,37.0
Airlines,Online,Silver Plan,No,42.0,SINGAPORE,49.0,12.25,F,33.0
Airlines,Online,Basic Plan,No,67.0,HONG KONG,26.0,9.1,M,30.0
Airlines,Online,Basic Plan,No,3.0,THAILAND,18.0,6.3,M,55.0
Airlines,Online,Basic Plan,No,28.0,MALAYSIA,22.0,7.7,M,58.0
Airlines,Online,Basic Plan,No,106.0,"KOREA, REPUBLIC OF",35.0,12.25,F,31.0
Airlines,Online,Bronze Plan,No,6.0,SINGAPORE,0.0,4.39,F,38.0
Airlines,Online,Silver Plan,No,11.0,SINGAPORE,57.0,14.25,F,60.0
Airlines,Online,Basic Plan,No,17.0,CHINA,35.0,12.25,F,29.0
Airlines,Online,Value Plan,No,95.0,INDIA,62.0,24.8,M,118.0
Airlines,Online,Silver Plan,No,11.0,SINGAPORE,43.55,10.89,M,42.0
Travel Agency,Online,Value Plan,No,96.0,INDONESIA,33.0,12.54,M,48.0
Airlines,Online,Basic Plan,No,187.0,MALAYSIA,22.0,7.7,M,41.0
Airlines,Online,Silver Plan,Yes,24.0,SINGAPORE,82.55,20.64,F,32.0
Airlines,Online,Value Plan,No,1.0,BRUNEI DARUSSALAM,15.0,6.0,M,33.0
Airlines,Online,Basic Plan,No,9.0,"TAIWAN, PROVINCE OF CHINA",26.0,9.1,F,35.0
Airlines,Online,Basic Plan,No,119.0,PHILIPPINES,37.0,12.95,F,56.0
Airlines,Online,Bronze Plan,No,17.0,SINGAPORE,17.55,4.39,M,55.0
Airlines,Online,Annual Silver Plan,No,371.0,SINGAPORE,252.85,63.21,F,24.0
Airlines,Online,Value Plan,No,26.0,NEW ZEALAND,58.0,20.3,M,48.0
Airlines,Online,Value Plan,No,19.0,CHINA,51.0,17.85,M,118.0
Airlines,Online,Value Plan,No,18.0,UNITED STATES,121.0,42.35,M,35.0
Airlines,Online,Basic Plan,No,103.0,"KOREA, REPUBLIC OF",35.0,12.25,F,22.0
Airlines,Online,Basic Plan,No,6.0,MYANMAR,18.0,6.3,M,44.0
Airlines,Online,Silver Plan,No,99.0,SINGAPORE,37.5,9.38,F,34.0
Airlines,Online,Value Plan,No,4.0,"KOREA, REPUBLIC OF",45.0,15.75,F,33.0
Airlines,Online,Annual Silver Plan,No,389.0,SINGAPORE,252.85,63.21,F,48.0
Airlines,Online,Silver Plan,No,6.0,SINGAPORE,24.05,6.01,M,29.0
Airlines,Online,Basic Plan,No,14.0,THAILAND,18.0,6.3,F,48.0
Airlines,Online,Basic Plan,No,26.0,"TAIWAN, PROVINCE OF CHINA",35.0,12.25,M,43.0
Airlines,Online,Value Plan,No,19.0,MONGOLIA,83.0,29.05,M,33.0
Airlines,Online,Basic Plan,No,4.0,THAILAND,22.0,7.7,F,45.0
Airlines,Online,Annual Silver Plan,No,389.0,SINGAPORE,252.85,63.21,F,38.0
Airlines,Online,Basic Plan,No,238.0,JAPAN,26.0,9.1,M,48.0
Airlines,Online,Basic Plan,No,8.0,CHINA,26.0,9.1,F,38.0
Airlines,Online,Value Plan,No,48.0,INDIA,62.0,24.8,F,118.0
Airlines,Online,Basic Plan,No,236.0,THAILAND,22.0,7.7,M,57.0
Airlines,Online,Value Plan,No,88.0,INDIA,31.0,12.4,M,118.0
Travel Agency,Offline,Comprehensive Plan,No,8.0,THAILAND,29.0,9.57,F,10.0
Airlines,Online,Bronze Plan,No,9.0,SINGAPORE,18.0,4.5,M,47.0
Airlines,Online,Annual Silver Plan,No,365.0,SINGAPORE,272.3,68.08,M,38.0
Airlines,Online,Bronze Plan,No,18.0,SINGAPORE,44.85,11.21,F,21.0
Airlines,Online,Annual Silver Plan,No,369.0,SINGAPORE,260.63,65.16,F,47.0
Airlines,Online,Basic Plan,No,19.0,CHINA,44.0,15.4,M,61.0
Airlines,Online,Gold Plan,No,33.0,SINGAPORE,54.0,13.5,M,83.0
Airlines,Online,Silver Plan,No,17.0,SINGAPORE,24.05,6.01,M,69.0
Airlines,Online,Silver Plan,No,6.0,SINGAPORE,24.05,6.01,M,51.0
Airlines,Online,Basic Plan,No,7.0,CHINA,22.0,7.7,M,47.0
Airlines,Online,Silver Plan,No,7.0,SINGAPORE,31.85,7.96,F,65.0
Airlines,Online,Basic Plan,No,9.0,THAILAND,22.0,7.7,M,54.0
Airlines,Online,Basic Plan,No,29.0,HONG KONG,26.0,9.1,F,44.0
Airlines,Online,Basic Plan,No,31.0,THAILAND,52.0,18.2,M,59.0
Airlines,Online,Basic Plan,No,8.0,MALAYSIA,18.0,6.3,M,27.0
Airlines,Online,Value Plan,No,37.0,BRUNEI DARUSSALAM,15.0,6.0,M,30.0
Airlines,Online,Value Plan,No,16.0,BRUNEI DARUSSALAM,15.0,6.0,F,35.0
Airlines,Online,Basic Plan,No,4.0,"TAIWAN, PROVINCE OF CHINA",22.0,7.7,M,54.0
Airlines,Online,Basic Plan,No,46.0,MALAYSIA,22.0,7.7,M,22.0
Airlines,Online,Basic Plan,No,2.0,MALAYSIA,18.0,6.3,F,45.0
Airlines,Online,Bronze Plan,No,10.0,SINGAPORE,30.55,7.64,F,26.0
Airlines,Online,Value Plan,No,38.0,JAPAN,147.0,51.45,M,43.0
Airlines,Online,Silver Plan,No,8.0,SINGAPORE,30.75,7.69,F,39.0
Airlines,Online,Silver Plan,Yes,6.0,SINGAPORE,27.75,6.94,F,43.0
Airlines,Online,Value Plan,No,32.0,AUSTRALIA,83.0,29.05,M,52.0
Airlines,Online,Basic Plan,No,57.0,PHILIPPINES,30.0,10.5,F,49.0
Airlines,Online,Silver Plan,No,4.0,SINGAPORE,18.5,4.63,M,70.0
Airlines,Online,Basic Plan,No,10.0,CHINA,22.0,7.7,F,70.0
Travel Agency,Online,Value Plan,No,106.0,DENMARK,75.0,28.5,M,48.0
Airlines,Online,Basic Plan,No,105.0,THAILAND,22.0,7.7,F,41.0
Airlines,Online,Bronze Plan,No,7.0,SINGAPORE,22.1,5.53,F,26.0
Airlines,Online,Basic Plan,No,2.0,HONG KONG,22.0,7.7,F,26.0
Airlines,Online,Basic Plan,No,0.0,MYANMAR,18.0,6.3,F,26.0
Airlines,Online,Bronze Plan,No,22.0,SINGAPORE,61.1,15.28,M,66.0
Airlines,Online,Basic Plan,No,6.0,THAILAND,18.0,6.3,M,58.0
Airlines,Online,Silver Plan,No,3.0,SINGAPORE,24.05,6.01,M,57.0
Airlines,Online,Silver Plan,No,5.0,SINGAPORE,24.05,6.01,F,26.0
Airlines,Online,Bronze Plan,Yes,29.0,SINGAPORE,18.0,4.5,F,35.0
Travel Agency,Online,Premier Plan,No,55.0,FRANCE,86.0,32.68,M,48.0
Airlines,Online,Basic Plan,No,20.0,HONG KONG,22.0,7.7,M,44.0
Airlines,Online,Basic Plan,No,34.0,HONG KONG,63.0,22.05,M,40.0
Airlines,Online,Basic Plan,No,22.0,AUSTRALIA,26.0,9.1,F,63.0
Airlines,Online,Value Plan,No,26.0,BRUNEI DARUSSALAM,15.0,6.0,M,53.0
Airlines,Online,Basic Plan,No,38.0,THAILAND,22.0,7.7,M,43.0
Airlines,Online,Basic Plan,No,12.0,VIET NAM,18.0,6.3,F,32.0
Airlines,Online,Bronze Plan,No,7.0,SINGAPORE,23.4,5.85,F,30.0
Airlines,Online,Basic Plan,No,43.0,MALAYSIA,22.0,7.7,M,45.0
Airlines,Online,Basic Plan,No,4.0,THAILAND,18.0,6.3,F,46.0
Airlines,Online,Value Plan,No,25.0,INDIA,39.0,15.6,M,118.0
Airlines,Online,Bronze Plan,No,12.0,SINGAPORE,38.35,9.59,M,25.0
Airlines,Online,Value Plan,No,15.0,UNITED STATES,96.0,33.6,M,40.0
Airlines,Online,Silver Plan,No,57.0,SINGAPORE,126.75,31.69,F,40.0
Travel Agency,Online,Value Plan,No,51.0,INDONESIA,28.0,10.64,F,48.0
Airlines,Online,Basic Plan,No,6.0,THAILAND,22.0,7.7,M,21.0
Airlines,Online,Value Plan,No,58.0,FRANCE,109.0,38.15,F,36.0
Airlines,Online,Basic Plan,No,23.0,VIET NAM,37.0,12.95,F,27.0
Airlines,Online,Annual Silver Plan,No,364.0,SINGAPORE,389.0,97.25,M,46.0
Airlines,Online,Silver Plan,No,7.0,SINGAPORE,62.25,15.56,F,24.0
Travel Agency,Online,Premier Plan,No,48.0,GERMANY,86.0,32.68,M,48.0
Airlines,Online,Annual Gold Plan,No,364.0,SINGAPORE,389.35,97.34,F,52.0
Airlines,Online,Value Plan,No,10.0,"TAIWAN, PROVINCE OF CHINA",45.0,15.75,M,63.0
Airlines,Online,Value Plan,No,12.0,INDIA,60.0,24.0,M,118.0
Airlines,Online,Annual Silver Plan,No,380.0,SINGAPORE,187.85,46.96,M,25.0
Travel Agency,Online,Value Plan,No,37.0,NETHERLANDS,58.0,22.04,M,48.0
Airlines,Online,Basic Plan,No,42.0,THAILAND,18.0,6.3,M,46.0
Airlines,Online,Basic Plan,No,149.0,JAPAN,40.0,14.0,M,30.0
Travel Agency,Offline,Comprehensive Plan,No,25.0,CHINA,0.0,16.5,M,32.0
Airlines,Online,Basic Plan,No,17.0,HONG KONG,22.0,7.7,F,47.0
Airlines,Online,Silver Plan,No,3.0,SINGAPORE,19.5,4.88,M,36.0
Airlines,Online,Silver Plan,No,14.0,SINGAPORE,58.8,14.7,F,31.0
Airlines,Online,Basic Plan,No,106.0,HONG KONG,35.0,12.25,M,55.0
Airlines,Online,Value Plan,No,27.0,INDIA,62.0,24.8,M,118.0
Airlines,Online,Annual Gold Plan,No,386.0,SINGAPORE,389.35,97.34,M,60.0
Airlines,Online,Basic Plan,No,7.0,MALAYSIA,18.0,6.3,M,58.0
Airlines,Online,Value Plan,No,107.0,BRUNEI DARUSSALAM,23.0,9.2,M,64.0
Airlines,Online,Basic Plan,No,14.0,PHILIPPINES,30.0,10.5,F,30.0
Travel Agency,Offline,Comprehensive Plan,No,20.0,THAILAND,29.0,9.57,F,118.0
Travel Agency,Offline,Comprehensive Plan,No,203.0,THAILAND,29.0,9.57,F,57.0
