Agency Type,Distribution Channel,Product Name,Claim,Duration,Destination,Net Sales,Commission (in value),Gender,Age,Predicted Claim,Claim Probability
Airlines,Online,Basic Plan,No,19.0,CHINA,44.0,15.4,M,61.0,0,0.00027133798
Airlines,Online,Gold Plan,No,33.0,SINGAPORE,54.0,13.5,M,83.0,1,0.147056
Airlines,Online,Silver Plan,No,17.0,SINGAPORE,24.05,6.01,M,69.0,1,0.10195821
Airlines,Online,Silver Plan,No,6.0,SINGAPORE,24.05,6.01,M,51.0,0,0.00013423225
Airlines,Online,Basic Plan,No,7.0,CHINA,22.0,7.7,M,47.0,0,0.0007832018
Airlines,Online,Silver Plan,No,7.0,SINGAPORE,31.85,7.96,F,65.0,0,0.00021308269
Airlines,Online,Basic Plan,No,9.0,THAILAND,22.0,7.7,M,54.0,0,5.5221084e-05
Airlines,Online,Basic Plan,No,29.0,HONG KONG,26.0,9.1,F,44.0,0,0.0005873554
Airlines,Online,Basic Plan,No,31.0,THAILAND,52.0,18.2,M,59.0,0,0.0017207413
Airlines,Online,Basic Plan,No,8.0,MALAYSIA,18.0,6.3,M,27.0,0,0.00010660672
Airlines,Online,Value Plan,No,37.0,BRUNEI DARUSSALAM,15.0,6.0,M,30.0,0,1.9868223e-08
Airlines,Online,Value Plan,No,16.0,BRUNEI DARUSSALAM,15.0,6.0,F,35.0,0,5.132306e-07
Airlines,Online,Basic Plan,No,4.0,"TAIWAN, PROVINCE OF CHINA",22.0,7.7,M,54.0,0,9.8893724e-05
Airlines,Online,Basic Plan,No,46.0,MALAYSIA,22.0,7.7,M,22.0,0,1.8746474e-05
Airlines,Online,Basic Plan,No,2.0,MALAYSIA,18.0,6.3,F,45.0,0,5.1763847e-05
Airlines,Online,Bronze Plan,No,10.0,SINGAPORE,30.55,7.64,F,26.0,1,0.14365098
Airlines,Online,Value Plan,No,38.0,JAPAN,147.0,51.45,M,43.0,0,0.009501968
Airlines,Online,Silver Plan,No,8.0,SINGAPORE,30.75,7.69,F,39.0,0,0.008089964
Airlines,Online,Silver Plan,Yes,6.0,SINGAPORE,27.75,6.94,F,43.0,1,0.030285932
Airlines,Online,Value Plan,No,32.0,AUSTRALIA,83.0,29.05,M,52.0,0,9.1434515e-05
Airlines,Online,Basic Plan,No,57.0,PHILIPPINES,30.0,10.5,F,49.0,0,0.0040671853
Airlines,Online,Silver Plan,No,4.0,SINGAPORE,18.5,4.63,M,70.0,0,7.964574e-05
Airlines,Online,Basic Plan,No,10.0,CHINA,22.0,7.7,F,70.0,0,0.00017869113
Travel Agency,Online,Value Plan,No,106.0,DENMARK,75.0,28.5,M,48.0,0,8.253409e-06
Airlines,Online,Basic Plan,No,105.0,THAILAND,22.0,7.7,F,41.0,0,0.0022882137
Airlines,Online,Bronze Plan,No,7.0,SINGAPORE,22.1,5.53,F,26.0,1,0.057126705
Airlines,Online,Basic Plan,No,2.0,HONG KONG,22.0,7.7,F,26.0,0,0.015141227
Airlines,Online,Basic Plan,No,0.0,MYANMAR,18.0,6.3,F,26.0,0,0.00017267377
Airlines,Online,Bronze Plan,No,22.0,SINGAPORE,61.1,15.28,M,66.0,1,0.35553265
Airlines,Online,Basic Plan,No,6.0,THAILAND,18.0,6.3,M,58.0,0,9.412498e-05
Airlines,Online,Silver Plan,No,3.0,SINGAPORE,24.05,6.01,M,57.0,0,0.00017958772
Airlines,Online,Silver Plan,No,5.0,SINGAPORE,24.05,6.01,F,26.0,0,0.0019262066
Airlines,Online,Bronze Plan,Yes,29.0,SINGAPORE,18.0,4.5,F,35.0,1,0.99666935
Travel Agency,Online,Premier Plan,No,55.0,FRANCE,86.0,32.68,M,48.0,1,0.017536853
Airlines,Online,Basic Plan,No,20.0,HONG KONG,22.0,7.7,M,44.0,0,3.9570486e-06
Airlines,Online,Basic Plan,No,34.0,HONG KONG,63.0,22.05,M,40.0,0,0.00043276986
Airlines,Online,Basic Plan,No,22.0,AUSTRALIA,26.0,9.1,F,63.0,0,1.7606704e-05
Airlines,Online,Value Plan,No,26.0,BRUNEI DARUSSALAM,15.0,6.0,M,53.0,0,1.8633441e-09
Airlines,Online,Basic Plan,No,38.0,THAILAND,22.0,7.7,M,43.0,0,0.00065522094
Airlines,Online,Basic Plan,No,12.0,VIET NAM,18.0,6.3,F,32.0,0,0.00011097651
Airlines,Online,Bronze Plan,No,7.0,SINGAPORE,23.4,5.85,F,30.0,0,0.0049887793
Airlines,Online,Basic Plan,No,43.0,MALAYSIA,22.0,7.7,M,45.0,0,0.00014348791
Airlines,Online,Basic Plan,No,4.0,THAILAND,18.0,6.3,F,46.0,0,0.00010514093
Airlines,Online,Value Plan,No,25.0,INDIA,39.0,15.6,M,118.0,0,9.480264e-05
Airlines,Online,Bronze Plan,No,12.0,SINGAPORE,38.35,9.59,M,25.0,1,0.08274981
Airlines,Online,Value Plan,No,15.0,UNITED STATES,96.0,33.6,M,40.0,0,6.3295374e-05
Airlines,Online,Silver Plan,No,57.0,SINGAPORE,126.75,31.69,F,40.0,1,0.6296041
Travel Agency,Online,Value Plan,No,51.0,INDONESIA,28.0,10.64,F,48.0,0,0.008200706
Airlines,Online,Basic Plan,No,6.0,THAILAND,22.0,7.7,M,21.0,0,2.2630852e-06
Airlines,Online,Value Plan,No,58.0,FRANCE,109.0,38.15,F,36.0,0,0.0037406161
Airlines,Online,Basic Plan,No,23.0,VIET NAM,37.0,12.95,F,27.0,0,1.8694753e-05
Airlines,Online,Annual Silver Plan,No,364.0,SINGAPORE,389.0,97.25,M,46.0,0,1.7466908e-05
Airlines,Online,Silver Plan,No,7.0,SINGAPORE,62.25,15.56,F,24.0,0,0.00079931854
Travel Agency,Online,Premier Plan,No,48.0,GERMANY,86.0,32.68,M,48.0,0,0.011512234
Airlines,Online,Annual Gold Plan,No,364.0,SINGAPORE,389.35,97.34,F,52.0,0,0.001110496
Airlines,Online,Value Plan,No,10.0,"TAIWAN, PROVINCE OF CHINA",45.0,15.75,M,63.0,0,2.721781e-06
Airlines,Online,Value Plan,No,12.0,INDIA,60.0,24.0,M,118.0,0,5.8580645e-05
Airlines,Online,Annual Silver Plan,No,380.0,SINGAPORE,187.85,46.96,M,25.0,1,0.17186104
Travel Agency,Online,Value Plan,No,37.0,NETHERLANDS,58.0,22.04,M,48.0,0,4.8852427e-05
Airlines,Online,Basic Plan,No,42.0,THAILAND,18.0,6.3,M,46.0,1,0.11047457
Airlines,Online,Basic Plan,No,149.0,JAPAN,40.0,14.0,M,30.0,0,5.9583846e-05
Travel Agency,Offline,Comprehensive Plan,No,25.0,CHINA,0.0,16.5,M,32.0,0,1.6706827e-07
Airlines,Online,Basic Plan,No,17.0,HONG KONG,22.0,7.7,F,47.0,0,0.0007818405
Airlines,Online,Silver Plan,No,3.0,SINGAPORE,19.5,4.88,M,36.0,0,0.00029089654
Airlines,Online,Silver Plan,No,14.0,SINGAPORE,58.8,14.7,F,31.0,1,0.086865
Airlines,Online,Basic Plan,No,106.0,HONG KONG,35.0,12.25,M,55.0,0,8.9732974e-05
Airlines,Online,Value Plan,No,27.0,INDIA,62.0,24.8,M,118.0,0,0.0015294455
Airlines,Online,Annual Gold Plan,No,386.0,SINGAPORE,389.35,97.34,M,60.0,0,0.00034551215
Airlines,Online,Basic Plan,No,7.0,MALAYSIA,18.0,6.3,M,58.0,0,0.00013789926
Airlines,Online,Value Plan,No,107.0,BRUNEI DARUSSALAM,23.0,9.2,M,64.0,0,1.7321082e-06
Airlines,Online,Basic Plan,No,14.0,PHILIPPINES,30.0,10.5,F,30.0,0,0.0004658108
Travel Agency,Offline,Comprehensive Plan,No,20.0,THAILAND,29.0,9.57,F,118.0,0,7.698333e-05
Travel Agency,Offline,Comprehensive Plan,No,203.0,THAILAND,29.0,9.57,F,57.0,0,0.0010079397
Airlines,Online,24 Protect,No,28.0,PHILIPPINES,23.47,8.21,M,48.0,0,0.00021243679
Airlines,Online,Bronze Plan,No,7.0,SINGAPORE,30.55,7.64,F,34.0,0,0.000116861054
Airlines,Online,24 Protect,No,5.0,PHILIPPINES,24.79,8.68,M,48.0,0,0.004819358
Airlines,Online,Bronze Plan,No,36.0,SINGAPORE,38.35,9.59,M,33.0,0,0.013052713
Airlines,Online,Basic Plan,No,21.0,CHINA,40.0,14.0,M,44.0,0,1.391517e-05
Airlines,Online,Annual Silver Plan,Yes,419.0,SINGAPORE,252.85,63.21,F,44.0,1,0.9996792
Airlines,Online,Basic Plan,No,86.0,SRI LANKA,26.0,9.1,M,49.0,0,0.008280149
Travel Agency,Offline,Comprehensive Plan,No,31.0,THAILAND,29.0,9.57,F,53.0,0,0.0002720332
Airlines,Online,Basic Plan,No,6.0,HONG KONG,22.0,7.7,M,49.0,0,0.008050857
Airlines,Online,Silver Plan,No,18.0,SINGAPORE,31.85,7.96,F,25.0,1,0.828315
Airlines,Online,Basic Plan,No,25.0,PHILIPPINES,42.0,14.7,F,42.0,0,6.673004e-06
Airlines,Online,24 Protect,No,3.0,PHILIPPINES,7.19,2.52,M,48.0,0,7.45079e-05
Airlines,Online,Value Plan,No,9.0,HONG KONG,36.0,12.6,M,36.0,0,0.0016154905
Airlines,Online,Basic Plan,No,9.0,VIET NAM,22.0,7.7,F,50.0,0,0.0008899273
Airlines,Online,Basic Plan,No,26.0,JAPAN,26.0,9.1,F,37.0,0,0.0006328766
Airlines,Online,Annual Silver Plan,No,364.0,SINGAPORE,252.85,63.21,F,36.0,1,0.12809557
Airlines,Online,Basic Plan,No,24.0,THAILAND,37.0,12.95,M,36.0,0,1.1597031e-05
Airlines,Online,Basic Plan,No,32.0,HONG KONG,26.0,9.1,M,30.0,0,0.0005381423
Airlines,Online,Basic Plan,No,10.0,HONG KONG,35.0,12.25,M,54.0,1,0.022980979
Airlines,Online,Value Plan,No,17.0,CHINA,36.0,12.6,M,46.0,0,0.0007013999
Airlines,Online,24 Protect,No,11.0,PHILIPPINES,5.76,2.02,M,48.0,0,6.300012e-05
Travel Agency,Online,Premier Plan,No,35.0,GERMANY,86.0,32.68,M,48.0,0,0.011512234
Airlines,Online,Basic Plan,No,115.0,INDONESIA,37.0,12.95,F,38.0,0,4.7305734e-06
Airlines,Online,Value Plan,No,12.0,"KOREA, REPUBLIC OF",58.0,20.3,M,43.0,0,0.00033675545
Airlines,Online,Value Plan,No,6.0,INDIA,31.0,12.4,F,118.0,0,6.686837e-05
Airlines,Online,Basic Plan,No,9.0,THAILAND,22.0,7.7,M,21.0,0,2.4057283e-06
Airlines,Online,Silver Plan,No,28.0,SINGAPORE,50.4,12.6,F,42.0,1,0.8007536
Airlines,Online,Basic Plan,No,5.0,INDONESIA,18.0,6.3,F,29.0,0,0.00051195035
Airlines,Online,24 Protect,No,6.0,PHILIPPINES,5.73,2.01,M,48.0,0,7.8244106e-05
Airlines,Online,Basic Plan,No,10.0,CHINA,26.0,9.1,M,62.0,1,0.03976393
Airlines,Online,Value Plan,No,17.0,BRUNEI DARUSSALAM,31.0,12.4,M,32.0,0,4.296338e-06
Travel Agency,Online,Value Plan,No,29.0,NETHERLANDS,58.0,22.04,F,48.0,0,0.0002234202
Airlines,Online,Basic Plan,No,24.0,THAILAND,18.0,6.3,M,51.0,0,0.00045272714
Airlines,Online,Basic Plan,No,13.0,LAO PEOPLE'S DEMOCRATIC REPUBLIC,22.0,7.7,F,35.0,0,0.0002831611
Airlines,Online,24 Protect,No,5.0,PHILIPPINES,2.85,1.0,M,48.0,0,0.000107769985
Airlines,Online,Silver Plan,No,68.0,SINGAPORE,24.05,6.01,M,47.0,0,0.01478181
Airlines,Online,Value Plan,No,6.0,UNITED KINGDOM,67.0,23.45,F,61.0,0,0.00032465646
Airlines,Online,Basic Plan,No,10.0,THAILAND,18.0,6.3,F,51.0,0,0.00027676308
Airlines,Online,Basic Plan,No,29.0,MALAYSIA,22.0,7.7,M,40.0,0,3.5902533e-05
Airlines,Online,Value Plan,No,104.0,UNITED STATES,138.0,48.3,M,50.0,1,0.08357133
Airlines,Online,Silver Plan,No,16.0,SINGAPORE,95.25,23.81,M,35.0,0,0.008746522
Airlines,Online,Value Plan,No,35.0,INDIA,39.0,15.6,F,118.0,0,0.001428977
Airlines,Online,Annual Gold Plan,No,366.0,SINGAPORE,329.45,82.36,F,54.0,1,0.42951515
Airlines,Online,Bronze Plan,No,16.0,SINGAPORE,38.35,9.59,F,29.0,0,0.008249265
Airlines,Online,Value Plan,No,5.0,UNITED STATES,55.0,19.25,M,37.0,0,8.5697496e-07
Airlines,Online,Basic Plan,No,19.0,CHINA,26.0,9.1,F,38.0,0,0.0016145157
Airlines,Online,Basic Plan,No,32.0,HONG KONG,35.0,12.25,F,50.0,0,0.0041132327
Airlines,Online,Silver Plan,No,118.0,SINGAPORE,37.5,9.38,F,34.0,1,0.018566191
Airlines,Online,Value Plan,No,19.0,THAILAND,39.0,13.65,M,51.0,0,6.959334e-05
Airlines,Online,Basic Plan,No,4.0,INDONESIA,18.0,6.3,F,28.0,0,0.00017639494
Airlines,Online,Basic Plan,No,56.0,THAILAND,22.0,7.7,F,37.0,1,0.028303059
Airlines,Online,Value Plan,No,58.0,INDIA,31.0,12.4,M,118.0,0,7.9504905e-05
Airlines,Online,Basic Plan,No,17.0,GUINEA,61.0,21.35,F,47.0,0,0.0024307037
Airlines,Online,Basic Plan,No,53.0,HONG KONG,26.0,9.1,M,54.0,0,0.00059786567
Airlines,Online,24 Protect,No,8.0,UNITED ARAB EMIRATES,25.44,8.9,M,48.0,0,0.00055315834
Airlines,Online,Bronze Plan,No,53.0,SINGAPORE,13.5,3.38,M,36.0,0,0.0008787258
Airlines,Online,Basic Plan,No,18.0,INDONESIA,18.0,6.3,F,25.0,0,0.00031403682
Airlines,Online,Basic Plan,No,13.0,HONG KONG,22.0,7.7,F,51.0,0,0.0025306009
Airlines,Online,Silver Plan,No,3.0,SINGAPORE,19.5,4.88,M,28.0,0,3.3206878e-05
Airlines,Online,Basic Plan,No,31.0,VIET NAM,22.0,7.7,M,53.0,0,7.225999e-05
Travel Agency,Online,Premier Plan,No,53.0,NORWAY,-130.0,49.4,F,48.0,0,7.3860303e-07
Travel Agency,Online,Value Plan,No,10.0,NETHERLANDS,42.0,15.96,M,48.0,0,0.0005167762
Airlines,Online,Basic Plan,No,8.0,"TAIWAN, PROVINCE OF CHINA",22.0,7.7,M,39.0,0,8.0407335e-05
Airlines,Online,Basic Plan,No,18.0,THAILAND,30.0,10.5,M,29.0,0,5.5808126e-05
Airlines,Online,24 Protect,No,53.0,MALAYSIA,10.7,3.74,M,48.0,0,5.892314e-05
Airlines,Online,Basic Plan,No,10.0,THAILAND,18.0,6.3,F,43.0,0,0.00085472787
Airlines,Online,Basic Plan,No,91.0,CHINA,35.0,12.25,M,59.0,0,9.409763e-06
Travel Agency,Offline,Premier Plan,No,65.0,THAILAND,58.0,19.14,M,72.0,1,0.062427226
Airlines,Online,Basic Plan,No,15.0,INDIA,22.0,7.7,F,34.0,0,0.0055777906
Airlines,Online,Basic Plan,No,3.0,THAILAND,18.0,6.3,M,56.0,0,7.465313e-05
Airlines,Online,Basic Plan,No,17.0,THAILAND,22.0,7.7,M,85.0,0,0.0012684913
Airlines,Online,Value Plan,No,45.0,BRUNEI DARUSSALAM,42.0,16.8,M,52.0,0,3.343519e-05
Airlines,Online,Silver Plan,No,16.0,SINGAPORE,109.0,27.25,M,34.0,0,0.0072491076
Airlines,Online,Annual Silver Plan,No,369.0,SINGAPORE,252.85,63.21,M,33.0,1,0.9972119
Airlines,Online,Silver Plan,No,76.0,SINGAPORE,102.05,25.51,F,31.0,1,0.019506754
Airlines,Online,Basic Plan,No,19.0,GUINEA,61.0,21.35,F,48.0,0,0.0004369081
Airlines,Online,Silver Plan,No,8.0,SINGAPORE,62.25,15.56,M,39.0,0,0.013835403
Airlines,Online,Basic Plan,No,22.0,THAILAND,22.0,7.7,M,56.0,0,0.00011691689
Airlines,Online,Bronze Plan,No,3.0,SINGAPORE,14.95,3.74,F,25.0,0,0.00012237864
Airlines,Online,Bronze Plan,No,11.0,SINGAPORE,23.4,5.85,M,58.0,1,0.07138
Airlines,Online,Basic Plan,No,76.0,THAILAND,22.0,7.7,F,40.0,0,0.0032098591
Airlines,Online,Annual Silver Plan,No,385.0,SINGAPORE,187.85,46.96,F,33.0,1,0.08317409
Airlines,Online,Basic Plan,No,5.0,MACAO,22.0,7.7,M,59.0,0,0.0010465313
Airlines,Online,Value Plan,No,4.0,BRUNEI DARUSSALAM,15.0,6.0,M,31.0,0,9.642493e-08
Airlines,Online,Bronze Plan,No,15.0,SINGAPORE,18.0,4.5,M,33.0,1,0.07353491
Airlines,Online,Bronze Plan,No,25.0,SINGAPORE,57.85,14.46,F,33.0,1,0.1979485
Airlines,Online,Basic Plan,No,133.0,THAILAND,22.0,7.7,F,30.0,0,0.00052327866
Airlines,Online,Basic Plan,No,3.0,MALAYSIA,0.0,6.3,M,59.0,0,0.00016498078
Airlines,Online,Value Plan,No,12.0,BRUNEI DARUSSALAM,15.0,6.0,F,52.0,0,2.619032e-07
Airlines,Online,Annual Silver Plan,No,397.0,SINGAPORE,252.85,63.21,F,24.0,0,0.009514987
Airlines,Online,Basic Plan,No,29.0,CHINA,26.0,9.1,M,38.0,0,0.00024475358
Airlines,Online,Basic Plan,No,11.0,MALAYSIA,18.0,6.3,M,72.0,0,3.9127295e-05
Airlines,Online,Basic Plan,No,9.0,AUSTRALIA,26.0,9.1,F,56.0,1,0.97272635
Airlines,Online,Annual Gold Plan,No,376.0,SINGAPORE,389.35,97.34,F,32.0,1,0.7692572
Airlines,Online,Value Plan,No,9.0,MALAYSIA,29.0,10.15,M,118.0,0,5.4793465e-05
Airlines,Online,Silver Plan,No,5.0,SINGAPORE,24.5,6.13,M,48.0,0,0.0012434426
Airlines,Online,Silver Plan,No,7.0,SINGAPORE,32.5,8.13,F,39.0,1,0.017027263
Airlines,Online,Value Plan,No,23.0,JAPAN,-69.0,24.15,F,26.0,0,1.2177065e-09
Airlines,Online,Basic Plan,No,38.0,PHILIPPINES,30.0,10.5,M,44.0,0,0.0018396081
Airlines,Online,Annual Silver Plan,Yes,365.0,SINGAPORE,252.85,63.21,F,47.0,1,0.9942802
Airlines,Online,Bronze Plan,No,12.0,SINGAPORE,-29.9,7.47,F,29.0,0,8.342481e-05
Airlines,Online,Basic Plan,No,319.0,HONG KONG,44.0,15.4,F,50.0,0,6.323373e-06
Airlines,Online,Bronze Plan,No,37.0,SINGAPORE,27.0,6.75,F,21.0,1,0.54063755
Airlines,Online,Basic Plan,No,4.0,PHILIPPINES,18.0,6.3,F,36.0,0,0.00024758978
Airlines,Online,Bronze Plan,No,4.0,SINGAPORE,14.95,3.74,F,43.0,0,0.000936509
Airlines,Online,Silver Plan,No,8.0,SINGAPORE,49.8,12.45,M,28.0,0,0.00013987928
Airlines,Online,Basic Plan,No,12.0,MALAYSIA,0.0,7.7,F,72.0,0,3.8826183e-05
Airlines,Online,Basic Plan,No,118.0,THAILAND,22.0,7.7,F,34.0,0,0.0025939867
Airlines,Online,Basic Plan,No,84.0,JORDAN,49.0,17.15,F,60.0,0,0.00010027845
Airlines,Online,Basic Plan,No,6.0,CHINA,22.0,7.7,M,70.0,0,6.32298e-05
Airlines,Online,Basic Plan,No,9.0,MALAYSIA,18.0,6.3,F,45.0,0,0.00023259831
Airlines,Online,Annual Silver Plan,No,370.0,SINGAPORE,252.85,63.21,M,40.0,1,0.92054325
Airlines,Online,Basic Plan,No,50.0,THAILAND,22.0,7.7,M,63.0,0,0.0018387178
Airlines,Online,24 Protect,No,8.0,SINGAPORE,35.0,12.25,M,48.0,0,1.2726001e-05
Airlines,Online,Basic Plan,No,156.0,INDONESIA,0.0,6.3,M,23.0,0,7.2865196e-06
Airlines,Online,Basic Plan,No,18.0,HONG KONG,26.0,9.1,F,51.0,0,0.0008538032
Airlines,Online,Annual Gold Plan,No,373.0,SINGAPORE,278.85,69.71,M,57.0,1,0.25451672
Airlines,Online,Basic Plan,No,46.0,VIET NAM,22.0,7.7,M,31.0,0,3.3085813e-05
Airlines,Online,Basic Plan,No,18.0,"KOREA, REPUBLIC OF",35.0,12.25,F,46.0,0,3.0545289e-06
Airlines,Online,Bronze Plan,No,8.0,SINGAPORE,47.0,11.75,M,27.0,0,0.0003273077
Airlines,Online,Value Plan,No,73.0,UNITED STATES,96.0,33.6,M,36.0,0,0.0005450127
Airlines,Online,Basic Plan,No,16.0,CHINA,26.0,9.1,F,34.0,0,0.0015616667
Airlines,Online,Basic Plan,No,108.0,PHILIPPINES,22.0,7.7,F,33.0,0,1.26601635e-05
Airlines,Online,Value Plan,No,252.0,AUSTRALIA,83.0,29.05,F,62.0,1,0.05432971
Airlines,Online,Value Plan,No,3.0,BRUNEI DARUSSALAM,15.0,6.0,M,32.0,0,8.6014853e-07
Airlines,Online,Silver Plan,No,9.0,SINGAPORE,24.05,6.01,F,66.0,0,0.00016641253
Airlines,Online,Basic Plan,No,52.0,INDONESIA,22.0,7.7,F,49.0,0,0.00081872824
Airlines,Online,Basic Plan,No,13.0,HONG KONG,26.0,9.1,M,42.0,0,0.0015634968
Airlines,Online,Basic Plan,No,2.0,HONG KONG,22.0,7.7,F,45.0,1,0.087757096
Travel Agency,Offline,Comprehensive Plan,No,71.0,THAILAND,29.0,9.57,F,118.0,0,0.00015844392
Travel Agency,Offline,Comprehensive Plan,No,229.0,MALAYSIA,29.0,9.57,F,64.0,0,0.00031551902
Airlines,Online,Basic Plan,No,11.0,AUSTRALIA,26.0,9.1,F,41.0,1,0.023914116
Airlines,Online,Silver Plan,No,10.0,SINGAPORE,25.0,6.25,M,24.0,0,0.00023851714
Airlines,Online,Basic Plan,No,132.0,AUSTRALIA,40.0,14.0,M,39.0,0,9.982219e-06
Airlines,Online,Basic Plan,No,117.0,INDONESIA,58.0,20.3,F,33.0,0,1.5099124e-05
Airlines,Online,Bronze Plan,No,53.0,SINGAPORE,69.55,17.39,F,45.0,1,0.3782836
Airlines,Online,Bronze Plan,No,11.0,SINGAPORE,23.4,5.85,M,36.0,1,0.022797154
Airlines,Online,Basic Plan,No,136.0,CHINA,56.0,19.6,M,33.0,0,0.00030675094
Airlines,Online,Basic Plan,No,31.0,"TAIWAN, PROVINCE OF CHINA",44.0,15.4,F,19.0,1,0.045880947
Airlines,Online,Annual Silver Plan,No,365.0,SINGAPORE,289.0,72.25,M,35.0,1,0.87254226
Airlines,Online,Basic Plan,No,287.0,"KOREA, REPUBLIC OF",35.0,12.25,F,15.0,0,0.0067656646
Airlines,Online,Basic Plan,No,17.0,HONG KONG,26.0,9.1,M,54.0,0,0.0030033847
Airlines,Online,Bronze Plan,No,6.0,SINGAPORE,27.0,6.75,F,44.0,0,0.00646386
Airlines,Online,Bronze Plan,No,37.0,SINGAPORE,0.0,15.57,M,41.0,0,2.753837e-05
Airlines,Online,Value Plan,No,0.0,INDIA,31.0,12.4,F,118.0,0,3.170456e-05
Airlines,Online,Basic Plan,No,12.0,THAILAND,30.0,10.5,F,61.0,0,4.5794684e-05
Travel Agency,Offline,Comprehensive Plan,No,6.0,THAILAND,29.0,9.57,M,79.0,0,0.00025990405
Travel Agency,Online,Premier Plan,No,84.0,BRAZIL,147.0,55.86,F,61.0,1,0.9072894
Airlines,Online,Basic Plan,No,13.0,UNITED ARAB EMIRATES,36.0,12.6,F,36.0,0,3.8050963e-05
Airlines,Online,Basic Plan,No,47.0,THAILAND,18.0,6.3,F,35.0,1,0.60823965
Airlines,Online,Annual Gold Plan,No,366.0,SINGAPORE,599.0,149.75,F,37.0,1,0.96209896
Airlines,Online,Annual Silver Plan,No,364.0,SINGAPORE,252.85,63.21,M,34.0,1,0.112317935
Airlines,Online,Basic Plan,No,114.0,INDONESIA,37.0,12.95,F,41.0,0,7.1060967e-06
Airlines,Online,Basic Plan,No,46.0,CHINA,44.0,15.4,F,54.0,0,0.0011231916
Airlines,Online,Basic Plan,No,14.0,THAILAND,18.0,6.3,M,38.0,0,0.0008559161
Airlines,Online,Basic Plan,No,67.0,PHILIPPINES,33.0,11.55,F,41.0,0,0.00012747053
Travel Agency,Offline,Comprehensive Plan,No,92.0,MALAYSIA,29.0,9.57,F,72.0,0,0.00012849174
Airlines,Online,Bronze Plan,No,13.0,SINGAPORE,13.5,3.38,F,23.0,0,0.00016026577
Airlines,Online,Value Plan,No,3.0,BRUNEI DARUSSALAM,15.0,6.0,M,30.0,0,2.765848e-07
Airlines,Online,Basic Plan,No,16.0,CHINA,35.0,12.25,M,53.0,0,0.00022609998
Airlines,Online,Silver Plan,No,70.0,SINGAPORE,72.0,18.0,F,63.0,1,0.7481963
Airlines,Online,Value Plan,No,47.0,PORTUGAL,208.0,72.8,F,50.0,0,0.0026557583
Airlines,Online,Value Plan,No,223.0,NEW ZEALAND,58.0,20.3,F,36.0,0,1.2434575e-05
Airlines,Online,Value Plan,No,16.0,INDIA,72.0,28.8,F,118.0,0,0.0074359253
Travel Agency,Online,Value Plan,No,27.0,INDONESIA,28.0,10.64,M,48.0,0,0.0066429693
Airlines,Online,Basic Plan,No,40.0,MYANMAR,69.0,24.15,M,35.0,0,1.611396e-05
Airlines,Online,Bronze Plan,No,5.0,SINGAPORE,17.55,4.39,M,34.0,0,0.00018363446
Airlines,Online,Silver Plan,No,6.0,SINGAPORE,18.5,4.63,F,43.0,1,0.08249008
Airlines,Online,Basic Plan,No,6.0,MYANMAR,22.0,7.7,M,63.0,0,7.894576e-05
Airlines,Online,Basic Plan,No,65.0,VIET NAM,22.0,7.7,M,28.0,0,3.356474e-06
Airlines,Online,Basic Plan,No,14.0,INDIA,35.0,12.25,F,25.0,0,0.009952174
Airlines,Online,Basic Plan,No,87.0,INDONESIA,47.0,16.45,F,48.0,0,3.0479207e-06
Airlines,Online,Basic Plan,No,19.0,VIET NAM,18.0,6.3,M,38.0,0,7.6101394e-05
Airlines,Online,Basic Plan,No,45.0,CHINA,26.0,9.1,M,53.0,0,0.0011672026
Airlines,Online,Value Plan,No,24.0,CHINA,69.0,24.15,M,48.0,0,0.00033961798
Airlines,Online,Basic Plan,No,9.0,GUINEA,49.0,17.15,F,35.0,0,0.00047442722
Airlines,Online,Basic Plan,No,11.0,HONG KONG,35.0,12.25,F,36.0,1,0.021043323
Airlines,Online,Basic Plan,No,21.0,CHINA,35.0,12.25,F,68.0,0,4.8730377e-05
Airlines,Online,Basic Plan,No,44.0,HONG KONG,26.0,9.1,M,23.0,0,0.0010673765
Airlines,Online,Basic Plan,No,11.0,THAILAND,22.0,7.7,M,49.0,0,9.079218e-05
Airlines,Online,Value Plan,No,28.0,INDIA,39.0,15.6,F,118.0,0,0.00088330376
Airlines,Online,Basic Plan,No,44.0,JAPAN,35.0,12.25,M,42.0,0,0.0003548478
Travel Agency,Offline,Comprehensive Plan,No,2.0,MALAYSIA,29.0,9.57,M,118.0,0,0.00035629811
Airlines,Online,Bronze Plan,No,52.0,SINGAPORE,17.55,4.39,F,75.0,0,0.00046745435
Airlines,Online,Value Plan,No,89.0,INDIA,39.0,15.6,M,118.0,0,0.0003624596
Airlines,Online,Basic Plan,No,43.0,THAILAND,22.0,7.7,M,58.0,0,0.013999419
Airlines,Online,Basic Plan,No,130.0,INDONESIA,33.0,11.55,F,38.0,0,0.00013016754
Airlines,Online,Silver Plan,No,3.0,SINGAPORE,19.5,4.88,M,33.0,0,7.9677564e-05
Airlines,Online,Basic Plan,No,130.0,"TAIWAN, PROVINCE OF CHINA",22.0,7.7,M,29.0,0,0.0005309367
Airlines,Online,Bronze Plan,No,9.0,SINGAPORE,25.5,6.38,M,30.0,0,0.00010043358
Airlines,Online,Value Plan,No,115.0,INDIA,93.0,37.2,F,118.0,1,0.03125829
Airlines,Online,Bronze Plan,Yes,64.0,SINGAPORE,71.0,17.75,M,33.0,1,0.9775439
