Agency,Agency Type,Distribution Channel,Product Name,Claim,Duration,Destination,Net Sales,Commision (in value),Gender,Age
JZI,Airlines,Online,Basic Plan,No,40.0,MALAYSIA,22.0,7.7,F,35.0
JZI,Airlines,Online,Basic Plan,No,5.0,PHILIPPINES,18.0,6.3,F,40.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,9.0,VIET NAM,26.0,0.0,,36.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,23.0,CANADA,108.9,65.34,,62.0
EPX,Travel Agency,Online,Cancellation Plan,No,23.0,UNITED STATES,29.0,0.0,,21.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,4.0,AUSTRALIA,29.7,17.82,,57.0
EPX,Travel Agency,Online,Cancellation Plan,No,302.0,PERU,22.0,0.0,,41.0
SSI,Airlines,Online,Ticket Protector,No,7.0,SINGAPORE,6.27,1.76,,48.0
EPX,Travel Agency,Online,Cancellation Plan,No,34.0,INDIA,27.0,0.0,,36.0
JZI,Airlines,Online,Basic Plan,No,13.0,INDONESIA,18.0,6.3,F,42.0
JZI,Airlines,Online,Basic Plan,No,18.0,THAILAND,37.0,12.95,M,33.0
EPX,Travel Agency,Online,Cancellation Plan,No,23.0,"KOREA, REPUBLIC OF",71.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,15.0,MALAYSIA,10.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,17.0,CHINA,69.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,38.0,UNITED ARAB EMIRATES,24.0,0.0,,36.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,74.0,UNITED KINGDOM,0.0,83.16,,48.0
EPX,Travel Agency,Online,Cancellation Plan,No,34.0,INDONESIA,10.0,0.0,,25.0
EPX,Travel Agency,Online,Cancellation Plan,No,7.0,INDONESIA,34.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,7.0,CHINA,37.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,6.0,INDIA,10.0,0.0,,34.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,26.0,PHILIPPINES,27.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,300.0,UNITED KINGDOM,112.0,0.0,,36.0
KML,Travel Agency,Online,Value Plan,No,59.0,INDONESIA,28.0,10.64,F,48.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,91.0,JAPAN,44.0,0.0,,29.0
EPX,Travel Agency,Online,Cancellation Plan,No,27.0,JAPAN,80.0,0.0,,36.0
JZI,Airlines,Online,Basic Plan,No,110.0,AUSTRALIA,40.0,14.0,F,81.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,151.0,NORWAY,0.0,53.46,,31.0
JZI,Airlines,Online,Basic Plan,No,20.0,THAILAND,22.0,7.7,M,39.0
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,1.0,VIET NAM,20.0,0.0,,36.0
JZI,Airlines,Online,Basic Plan,No,3.0,MALAYSIA,18.0,6.3,M,38.0
C2B,Airlines,Online,Annual Silver Plan,No,377.0,SINGAPORE,252.85,63.21,F,59.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,Yes,17.0,"TAIWAN, PROVINCE OF CHINA",29.7,17.82,,37.0
SSI,Airlines,Online,Ticket Protector,No,20.0,SINGAPORE,4.12,1.16,,48.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,13.0,UNITED KINGDOM,29.7,17.82,,56.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,102.0,BERMUDA,43.0,0.0,,47.0
C2B,Airlines,Online,Bronze Plan,No,3.0,SINGAPORE,17.55,4.39,F,29.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,8.0,MALAYSIA,20.0,0.0,,36.0
JZI,Airlines,Online,Basic Plan,No,27.0,MALAYSIA,18.0,6.3,F,40.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,17.0,MALAYSIA,20.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,42.0,"TAIWAN, PROVINCE OF CHINA",18.0,0.0,,29.0
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,3.0,SINGAPORE,20.0,0.0,,30.0
C2B,Airlines,Online,Bronze Plan,No,23.0,SINGAPORE,30.55,7.64,F,26.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,14.0,MALAYSIA,20.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,39.0,MALAYSIA,21.0,0.0,,35.0
RAB,Airlines,Online,Value Plan,No,10.0,BRUNEI DARUSSALAM,23.0,9.2,,37.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,10.0,UNITED STATES,29.7,17.82,,30.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,25.0,MALAYSIA,20.0,0.0,,36.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,81.0,UNITED STATES,59.4,35.64,,40.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,68.0,HONG KONG,27.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,31.0,SINGAPORE,55.0,0.0,,36.0
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,8.0,"TAIWAN, PROVINCE OF CHINA",25.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,37.0,SINGAPORE,53.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,107.0,UNITED STATES,80.0,0.0,,73.0
JZI,Airlines,Online,Basic Plan,No,28.0,PHILIPPINES,37.0,12.95,F,42.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,318.0,PHILIPPINES,34.0,0.0,,36.0
JZI,Airlines,Online,Basic Plan,No,7.0,MALAYSIA,22.0,7.7,M,32.0
JZI,Airlines,Online,Basic Plan,No,7.0,MALAYSIA,18.0,6.3,M,53.0
EPX,Travel Agency,Online,Cancellation Plan,No,83.0,CANADA,80.0,0.0,,43.0
RAB,Airlines,Online,Value Plan,No,33.0,BRUNEI DARUSSALAM,15.0,6.0,,54.0
CCR,Travel Agency,Offline,Comprehensive Plan,No,5.0,THAILAND,29.0,9.57,F,24.0
EPX,Travel Agency,Online,Cancellation Plan,No,73.0,"TAIWAN, PROVINCE OF CHINA",10.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,4.0,MALAYSIA,20.0,0.0,,36.0
JZI,Airlines,Online,Basic Plan,No,42.0,CHINA,35.0,12.25,F,34.0
C2B,Airlines,Online,Bronze Plan,No,9.0,SINGAPORE,22.1,5.53,F,27.0
EPX,Travel Agency,Online,Cancellation Plan,No,2.0,PHILIPPINES,25.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,143.0,"KOREA, REPUBLIC OF",35.0,0.0,,36.0
JZI,Airlines,Online,Value Plan,No,4.0,CHINA,36.0,12.6,M,47.0
JZI,Airlines,Online,Basic Plan,No,13.0,MALAYSIA,22.0,7.7,M,69.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,306.0,AUSTRALIA,158.4,95.04,,39.0
EPX,Travel Agency,Online,Cancellation Plan,No,8.0,MALAYSIA,10.0,0.0,,38.0
JZI,Airlines,Online,Basic Plan,No,20.0,CHINA,44.0,15.4,M,39.0
ADM,Travel Agency,Online,Value Plan,No,71.0,FRANCE,279.0,106.02,,22.0
EPX,Travel Agency,Online,Cancellation Plan,No,36.0,VIET NAM,10.0,0.0,,33.0
C2B,Airlines,Online,Bronze Plan,No,7.0,SINGAPORE,23.8,5.95,M,47.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,292.0,NETHERLANDS,54.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,159.0,NEW ZEALAND,16.0,0.0,,36.0
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,25.0,UNITED STATES,20.0,0.0,,66.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,41.0,MALAYSIA,20.0,0.0,,36.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,5.0,MALAYSIA,29.7,17.82,,31.0
JZI,Airlines,Online,Basic Plan,No,19.0,PHILIPPINES,22.0,7.7,M,36.0
C2B,Airlines,Online,Bronze Plan,No,25.0,SINGAPORE,30.55,7.64,M,32.0
EPX,Travel Agency,Online,Cancellation Plan,No,88.0,MALAYSIA,16.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,7.0,HONG KONG,29.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,309.0,SOUTH AFRICA,63.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,170.0,JAPAN,40.0,0.0,,36.0
JZI,Airlines,Online,Value Plan,No,23.0,JAPAN,69.0,24.15,F,26.0
JZI,Airlines,Online,Basic Plan,No,5.0,MALAYSIA,18.0,6.3,M,51.0
JZI,Airlines,Online,Basic Plan,No,103.0,AUSTRALIA,26.0,9.1,M,32.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,36.0,AUSTRALIA,0.0,41.58,,40.0
EPX,Travel Agency,Online,Cancellation Plan,No,8.0,HONG KONG,41.0,0.0,,36.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,29.0,UNITED KINGDOM,49.5,29.7,,26.0
JZI,Airlines,Online,Basic Plan,No,39.0,MALAYSIA,18.0,6.3,F,18.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,114.0,THAILAND,29.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,22.0,MALAYSIA,23.0,0.0,,42.0
JZI,Airlines,Online,Basic Plan,No,16.0,THAILAND,18.0,6.3,M,35.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,5.0,INDONESIA,26.0,0.0,,36.0
C2B,Airlines,Online,Silver Plan,No,140.0,SINGAPORE,457.0,114.25,F,29.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,22.0,MALAYSIA,20.0,0.0,,29.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,28.0,FRANCE,0.0,5.94,,58.0
JZI,Airlines,Online,Basic Plan,No,76.0,"TAIWAN, PROVINCE OF CHINA",26.0,9.1,M,30.0
EPX,Travel Agency,Online,Cancellation Plan,No,8.0,CHINA,33.0,0.0,,36.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,20.0,SWITZERLAND,39.6,23.76,,43.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,84.0,FRANCE,29.7,17.82,,44.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,88.0,AUSTRALIA,148.5,89.1,,31.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,16.0,INDONESIA,0.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,19.0,"TAIWAN, PROVINCE OF CHINA",22.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,10.0,MALAYSIA,32.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,5.0,HONG KONG,19.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,38.0,PHILIPPINES,20.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,99.0,FRANCE,59.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,17.0,PHILIPPINES,66.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,5.0,VIET NAM,20.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,17.0,SINGAPORE,10.0,0.0,,39.0
EPX,Travel Agency,Online,Cancellation Plan,No,8.0,MALAYSIA,11.0,0.0,,37.0
EPX,Travel Agency,Online,Cancellation Plan,No,8.0,MYANMAR,32.0,0.0,,31.0
JZI,Airlines,Online,Basic Plan,No,21.0,HONG KONG,26.0,9.1,F,23.0
EPX,Travel Agency,Online,Cancellation Plan,No,5.0,MALAYSIA,28.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,3.0,CHINA,32.0,0.0,,36.0
C2B,Airlines,Online,Annual Gold Plan,No,365.0,SINGAPORE,389.35,97.34,F,51.0
RAB,Airlines,Online,Value Plan,No,8.0,BRUNEI DARUSSALAM,15.0,6.0,M,55.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,114.0,AUSTRALIA,89.1,53.46,,46.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,35.0,CHINA,32.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,7.0,SINGAPORE,22.0,0.0,,36.0
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,30.0,SINGAPORE,40.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,108.0,THAILAND,39.0,0.0,,36.0
C2B,Airlines,Online,Annual Silver Plan,No,369.0,SINGAPORE,252.85,63.21,M,57.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,149.0,MALAYSIA,20.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,5.0,THAILAND,10.0,0.0,,41.0
EPX,Travel Agency,Online,Cancellation Plan,No,7.0,THAILAND,-43.0,0.0,,36.0
JZI,Airlines,Online,Basic Plan,No,47.0,THAILAND,0.0,10.5,F,43.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,27.0,THAILAND,20.0,0.0,,36.0
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,65.0,SINGAPORE,66.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,26.0,SINGAPORE,20.0,0.0,,36.0
JZI,Airlines,Online,Basic Plan,No,22.0,THAILAND,22.0,7.7,M,52.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,20.0,AUSTRALIA,59.4,35.64,,51.0
EPX,Travel Agency,Online,Cancellation Plan,No,50.0,THAILAND,10.0,0.0,,27.0
EPX,Travel Agency,Online,Cancellation Plan,No,8.0,THAILAND,10.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,61.0,PHILIPPINES,20.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,109.0,MALAYSIA,10.0,0.0,,28.0
SSI,Airlines,Online,Ticket Protector,No,42.0,SINGAPORE,3.99,1.12,,48.0
EPX,Travel Agency,Online,Cancellation Plan,No,1.0,SINGAPORE,10.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,6.0,VIET NAM,0.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,18.0,THAILAND,12.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,8.0,MALAYSIA,10.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,3.0,"KOREA, REPUBLIC OF",80.0,0.0,,36.0
C2B,Airlines,Online,Silver Plan,No,11.0,SINGAPORE,43.55,10.89,F,24.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,18.0,CYPRUS,112.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,18.0,VIET NAM,34.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,14.0,AUSTRALIA,10.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,38.0,CHINA,49.0,0.0,,36.0
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,1.0,THAILAND,20.0,0.0,,36.0
JZI,Airlines,Online,Basic Plan,No,101.0,AUSTRALIA,26.0,9.1,M,32.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,17.0,INDONESIA,23.0,0.0,,29.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,73.0,MALAYSIA,20.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,7.0,UNITED STATES,10.0,0.0,,46.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,3.0,PHILIPPINES,29.0,0.0,,36.0
JZI,Airlines,Online,Basic Plan,No,19.0,CAMBODIA,22.0,7.7,M,47.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,37.0,UNITED STATES,128.7,77.22,,44.0
EPX,Travel Agency,Online,Cancellation Plan,No,249.0,UNITED KINGDOM,80.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,212.0,NEPAL,25.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,3.0,CHINA,27.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,Yes,49.0,ITALY,84.0,0.0,,36.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,16.0,SWITZERLAND,0.0,47.52,,31.0
EPX,Travel Agency,Online,Cancellation Plan,No,52.0,SINGAPORE,11.0,0.0,,36.0
C2B,Airlines,Online,Bronze Plan,No,21.0,SINGAPORE,22.1,5.53,F,24.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,197.0,FRANCE,217.8,130.68,,45.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,145.0,AUSTRALIA,103.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,21.0,UNITED KINGDOM,58.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,39.0,JAPAN,69.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,42.0,DENMARK,58.0,0.0,,36.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,4.0,UNITED STATES,29.7,17.82,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,26.0,THAILAND,24.0,0.0,,36.0
JZI,Airlines,Online,Basic Plan,No,1.0,MALAYSIA,18.0,6.3,F,38.0
RAB,Airlines,Online,Value Plan,No,4.0,BRUNEI DARUSSALAM,15.0,6.0,M,35.0
C2B,Airlines,Online,Annual Silver Plan,Yes,365.0,SINGAPORE,252.85,63.21,F,57.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,41.0,HONG KONG,21.0,0.0,,36.0
JZI,Airlines,Online,Basic Plan,No,11.0,CHINA,26.0,9.1,M,47.0
EPX,Travel Agency,Online,Cancellation Plan,No,66.0,MALAYSIA,10.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,281.0,JAPAN,29.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,7.0,INDONESIA,10.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,23.0,UNITED STATES,81.0,0.0,,26.0
EPX,Travel Agency,Online,Cancellation Plan,No,229.0,CAMBODIA,80.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,21.0,HONG KONG,33.0,0.0,,36.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,29.0,MALAYSIA,29.7,17.82,,31.0
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,5.0,INDONESIA,20.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,38.0,PHILIPPINES,10.0,0.0,,36.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,21.0,AUSTRALIA,59.4,35.64,,53.0
EPX,Travel Agency,Online,Cancellation Plan,No,4.0,THAILAND,11.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,57.0,HONG KONG,22.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,10.0,SINGAPORE,10.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,6.0,MALAYSIA,10.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,32.0,SINGAPORE,10.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,7.0,AUSTRALIA,10.0,0.0,,36.0
JZI,Airlines,Online,Basic Plan,No,6.0,MALAYSIA,18.0,6.3,M,50.0
JZI,Airlines,Online,Basic Plan,No,1.0,INDONESIA,18.0,6.3,F,37.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,15.0,THAILAND,29.7,17.82,,35.0
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,1.0,THAILAND,20.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,15.0,SINGAPORE,29.0,0.0,,36.0
JZI,Airlines,Online,Basic Plan,No,13.0,HONG KONG,26.0,9.1,M,49.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,46.0,NEW ZEALAND,59.4,35.64,,54.0
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,19.0,SINGAPORE,20.0,0.0,,23.0
JZI,Airlines,Online,Basic Plan,No,7.0,CHINA,26.0,9.1,M,41.0
EPX,Travel Agency,Online,Cancellation Plan,No,4.0,THAILAND,14.0,0.0,,26.0
JZI,Airlines,Online,Basic Plan,No,37.0,MALAYSIA,22.0,7.7,M,66.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,17.0,JAPAN,112.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,29.0,INDIA,13.0,0.0,,36.0
C2B,Airlines,Online,Bronze Plan,No,140.0,SINGAPORE,538.0,134.5,F,23.0
EPX,Travel Agency,Online,Cancellation Plan,No,1.0,UNITED STATES,21.0,0.0,,61.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,16.0,UNITED KINGDOM,138.6,83.16,,38.0
JWT,Airlines,Online,Value Plan,No,0.0,INDIA,31.0,12.4,M,118.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,102.0,AUSTRALIA,59.4,35.64,,48.0
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,34.0,SINGAPORE,23.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,11.0,"KOREA, REPUBLIC OF",112.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,9.0,SINGAPORE,10.0,0.0,,34.0
C2B,Airlines,Online,Bronze Plan,Yes,54.0,SINGAPORE,25.5,6.38,F,36.0
RAB,Airlines,Online,Value Plan,No,16.0,BRUNEI DARUSSALAM,15.0,6.0,M,46.0
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,2.0,SINGAPORE,20.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,8.0,PHILIPPINES,20.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,2.0,INDONESIA,16.0,0.0,,36.0
JZI,Airlines,Online,Basic Plan,No,12.0,CHINA,22.0,7.7,M,40.0
EPX,Travel Agency,Online,Cancellation Plan,No,20.0,INDIA,12.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,16.0,SINGAPORE,16.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,17.0,CHINA,21.0,0.0,,36.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,3.0,AUSTRALIA,29.7,17.82,,30.0
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,18.0,INDIA,20.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,50.0,UNITED STATES,80.0,0.0,,39.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,77.0,AUSTRALIA,69.3,41.58,,48.0
EPX,Travel Agency,Online,Cancellation Plan,No,45.0,THAILAND,15.0,0.0,,36.0
JWT,Airlines,Online,Value Plan,No,99.0,INDIA,62.0,24.8,,118.0
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,5.0,QATAR,-84.0,0.0,,42.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,4.0,CHINA,36.0,0.0,,53.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,13.0,CHINA,22.0,0.0,,36.0
JZI,Airlines,Online,Basic Plan,No,6.0,THAILAND,18.0,6.3,F,41.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,186.0,JAPAN,39.0,0.0,,32.0
EPX,Travel Agency,Online,Cancellation Plan,No,4.0,MALAYSIA,10.0,0.0,,31.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,17.0,THAILAND,29.0,0.0,,36.0
ADM,Travel Agency,Online,Premier Plan,No,197.0,MOROCCO,-86.0,32.68,M,22.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,4.0,AUSTRALIA,29.7,17.82,,32.0
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,13.0,CHINA,27.0,0.0,,36.0
CSR,Travel Agency,Offline,Comprehensive Plan,No,54.0,MALAYSIA,29.0,9.57,F,80.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,72.0,PHILIPPINES,20.0,0.0,,36.0
JZI,Airlines,Online,Basic Plan,No,9.0,PHILIPPINES,30.0,10.5,F,37.0
JWT,Airlines,Online,Value Plan,No,95.0,INDIA,155.0,62.0,M,118.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,30.0,HONG KONG,49.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,4.0,SINGAPORE,10.0,0.0,,36.0
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,65.0,AUSTRALIA,36.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,35.0,NEW ZEALAND,19.0,0.0,,50.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,Yes,38.0,UNITED KINGDOM,49.5,29.7,,25.0
JZI,Airlines,Online,Basic Plan,No,22.0,INDIA,35.0,12.25,F,52.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,47.0,SRI LANKA,33.0,0.0,,36.0
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,2.0,MYANMAR,20.0,0.0,,36.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,1.0,NORWAY,9.9,5.94,,31.0
EPX,Travel Agency,Online,Cancellation Plan,No,89.0,UNITED STATES,80.0,0.0,,31.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,46.0,"KOREA, REPUBLIC OF",26.0,0.0,,27.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,26.0,THAILAND,29.7,17.82,,31.0
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,60.0,SINGAPORE,20.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,85.0,UNITED KINGDOM,72.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,56.0,CHINA,11.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,17.0,CANADA,112.0,0.0,,33.0
EPX,Travel Agency,Online,Cancellation Plan,No,29.0,SINGAPORE,18.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,12.0,VIET NAM,15.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,9.0,SINGAPORE,10.0,0.0,,28.0
EPX,Travel Agency,Online,Cancellation Plan,No,51.0,"KOREA, REPUBLIC OF",14.0,0.0,,32.0
EPX,Travel Agency,Online,Cancellation Plan,No,26.0,INDIA,24.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,6.0,MALAYSIA,20.0,0.0,,41.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,14.0,CHINA,27.0,0.0,,36.0
JZI,Airlines,Online,Basic Plan,No,12.0,THAILAND,22.0,7.7,M,57.0
JZI,Airlines,Online,Basic Plan,No,81.0,"KOREA, REPUBLIC OF",35.0,12.25,M,33.0
EPX,Travel Agency,Online,Cancellation Plan,No,27.0,SINGAPORE,10.0,0.0,,50.0
EPX,Travel Agency,Online,Cancellation Plan,No,8.0,PHILIPPINES,22.0,0.0,,36.0
